"district","grade","subject","adv_per_14","ni_per_14","pro_per_14","total_perf_14","wf_per_14"
"Newburyport","AL","e",25,14,57,1234,4
"Newburyport","AL","m",34,20,38,1239,8
"Newburyport","AL","s",20,30,46,542,4
"Newton","03","e",22,18,56,972,4
"Newton","03","m",53,11,33,977,3
"Newton","04","e",32,15,49,975,4
"Newton","04","m",44,18,34,979,4
"Newton","05","e",37,12,47,932,4
"Newton","05","m",53,13,28,933,7
"Newton","05","s",34,24,37,932,5
"Newton","06","e",30,12,53,970,5
"Newton","06","m",51,13,27,974,8
"Newton","07","e",23,7,66,906,3
"Newton","07","m",36,16,38,905,9
"Newton","08","e",35,4,59,932,2
"Newton","08","m",47,16,30,932,7
"Newton","08","s",9,31,54,926,6
"Newton","10","e",64,3,33,942,1
"Newton","10","m",81,4,13,943,1
"Newton","10","s",56,11,33,887,1
"Newton","AL","e",35,10,52,6629,3
"Newton","AL","m",52,13,29,6643,6
"Newton","AL","s",32,22,41,2745,4
"Norfolk","03","e",22,20,56,110,2
"Norfolk","03","m",51,11,35,110,3
"Norfolk","04","e",31,17,49,121,4
"Norfolk","04","m",41,23,34,122,2
"Norfolk","05","e",34,13,53,136,0
"Norfolk","05","m",45,17,35,137,4
"Norfolk","05","s",28,22,48,137,1
"Norfolk","06","e",37,7,54,164,2
"Norfolk","06","m",47,15,32,164,6
"Norfolk","AL","e",32,14,53,531,2
"Norfolk","AL","m",46,16,34,533,4
"Norfolk","AL","s",28,22,48,137,1
"Norfolk County Agricultural","10","e",45,2,53,118,0
"Norfolk County Agricultural","10","m",61,6,33,119,0
"Norfolk County Agricultural","10","s",44,6,50,114,0
"Norfolk County Agricultural","AL","e",45,2,53,118,0
"Norfolk County Agricultural","AL","m",61,6,33,119,0
"Norfolk County Agricultural","AL","s",44,6,50,114,0
"North Adams","03","e",6,35,47,113,12
"North Adams","03","m",28,26,35,112,12
"North Adams","04","e",1,42,32,97,25
"North Adams","04","m",13,44,24,97,19
"North Adams","05","e",7,37,41,106,16
"North Adams","05","m",13,30,29,107,28
"North Adams","05","s",5,56,26,106,13
"North Adams","06","e",3,34,43,97,20
"North Adams","06","m",11,34,25,97,30
"North Adams","07","e",5,36,51,94,7
"North Adams","07","m",5,33,25,93,37
"North Adams","08","e",2,26,55,98,17
"North Adams","08","m",2,37,19,97,42
"North Adams","08","s",0,53,11,97,36
"North Adams","10","e",24,11,56,94,9
"North Adams","10","m",35,21,29,96,15
"North Adams","10","s",18,31,43,80,9
"North Adams","AL","e",7,32,46,699,15
"North Adams","AL","m",16,32,27,699,26
"North Adams","AL","s",7,48,26,283,20
"North Andover","03","e",19,24,51,345,6
"North Andover","03","m",38,17,38,345,7
"North Andover","04","e",19,28,48,372,5
"North Andover","04","m",26,30,39,371,5
"North Andover","05","e",26,16,51,403,7
"North Andover","05","m",35,22,34,403,8
"North Andover","05","s",22,29,40,402,8
"North Andover","06","e",20,13,62,372,6
"North Andover","06","m",37,23,32,370,7
"North Andover","07","e",10,15,71,425,4
"North Andover","07","m",29,18,38,425,15
"North Andover","08","e",22,7,67,405,4
"North Andover","08","m",29,19,39,404,12
"North Andover","08","s",3,48,39,403,10
"North Andover","10","e",49,4,46,343,1
"North Andover","10","m",56,14,25,338,4
"North Andover","10","s",40,13,46,322,2
"North Andover","AL","e",23,15,57,2665,5
"North Andover","AL","m",35,21,35,2656,9
"North Andover","AL","s",21,31,41,1127,7
"North Attleborough","03","e",11,26,56,332,7
"North Attleborough","03","m",38,16,40,331,6
"North Attleborough","04","e",11,29,52,367,8
"North Attleborough","04","m",21,34,38,368,7
"North Attleborough","05","e",22,18,55,362,5
"North Attleborough","05","m",39,17,36,362,9
"North Attleborough","05","s",27,28,41,362,5
"North Attleborough","06","e",14,14,68,395,4
"North Attleborough","06","m",38,20,35,394,7
"North Attleborough","07","e",9,19,68,419,4
"North Attleborough","07","m",21,28,37,421,14
"North Attleborough","08","e",15,6,77,413,3
"North Attleborough","08","m",33,18,41,409,8
"North Attleborough","08","s",3,40,52,406,4
"North Attleborough","10","e",42,3,53,296,1
"North Attleborough","10","m",64,10,24,296,2
"North Attleborough","10","s",43,8,47,280,2
"North Attleborough","AL","e",17,16,62,2584,5
"North Attleborough","AL","m",35,21,36,2581,8
"North Attleborough","AL","s",22,27,47,1048,4
"North Brookfield","03","e",4,52,38,48,6
"North Brookfield","03","m",6,31,40,48,23
"North Brookfield","04","e",4,37,50,52,10
"North Brookfield","04","m",8,45,39,51,8
"North Brookfield","05","e",7,29,51,41,12
"North Brookfield","05","m",20,39,27,41,15
"North Brookfield","05","s",7,44,34,41,15
"North Brookfield","06","e",6,23,62,53,9
"North Brookfield","06","m",13,17,53,53,17
"North Brookfield","07","e",0,35,58,48,6
"North Brookfield","07","m",6,27,40,48,27
"North Brookfield","08","e",13,25,53,40,10
"North Brookfield","08","m",10,35,28,40,28
"North Brookfield","08","s",5,58,13,40,25
"North Brookfield","10","e",14,9,75,44,2
"North Brookfield","10","m",34,34,27,44,5
"North Brookfield","10","s",8,31,61,36,0
"North Brookfield","AL","e",6,30,55,326,8
"North Brookfield","AL","m",14,32,37,325,17
"North Brookfield","AL","s",7,44,35,117,14
"North Central Charter Essential (District)","07","e",16,27,53,55,4
"North Central Charter Essential (District)","07","m",16,25,16,55,42
"North Central Charter Essential (District)","08","e",4,21,66,53,9
"North Central Charter Essential (District)","08","m",4,42,21,52,33
"North Central Charter Essential (District)","08","s",2,46,19,52,33
"North Central Charter Essential (District)","10","e",48,4,48,48,0
"North Central Charter Essential (District)","10","m",55,14,31,49,0
"North Central Charter Essential (District)","10","s",13,31,54,39,3
"North Central Charter Essential (District)","AL","e",22,18,56,156,4
"North Central Charter Essential (District)","AL","m",24,28,22,156,26
"North Central Charter Essential (District)","AL","s",7,40,34,91,20
"North Middlesex","03","e",14,28,56,227,3
"North Middlesex","03","m",32,16,48,227,4
"North Middlesex","04","e",12,31,47,259,10
"North Middlesex","04","m",20,37,34,258,9
"North Middlesex","05","e",14,28,51,286,7
"North Middlesex","05","m",25,29,34,287,12
"North Middlesex","05","s",22,28,45,287,5
"North Middlesex","06","e",12,21,59,292,8
"North Middlesex","06","m",35,20,35,292,11
"North Middlesex","07","e",13,19,63,269,6
"North Middlesex","07","m",16,29,32,270,23
"North Middlesex","08","e",9,12,73,300,5
"North Middlesex","08","m",12,31,41,300,16
"North Middlesex","08","s",3,44,43,300,10
"North Middlesex","10","e",45,4,49,233,2
"North Middlesex","10","m",62,10,23,234,5
"North Middlesex","10","s",33,21,44,218,3
"North Middlesex","AL","e",16,20,57,1866,6
"North Middlesex","AL","m",28,25,35,1868,12
"North Middlesex","AL","s",18,32,44,805,6
"North Reading","03","e",13,25,58,200,6
"North Reading","03","m",44,13,37,203,5
"North Reading","04","e",15,23,61,189,1
"North Reading","04","m",32,24,43,188,1
"North Reading","05","e",27,17,54,215,2
"North Reading","05","m",43,18,35,173,3
"North Reading","05","s",32,24,41,215,2
"North Reading","06","e",19,17,61,227,4
"North Reading","06","m",36,23,35,224,5
"North Reading","07","e",7,14,78,220,1
"North Reading","07","m",25,20,46,219,9
"North Reading","08","e",17,6,74,244,3
"North Reading","08","m",23,28,41,244,7
"North Reading","08","s",3,42,50,243,5
"North Reading","10","e",57,2,39,199,2
"North Reading","10","m",63,9,24,197,3
"North Reading","10","s",49,9,40,191,2
"North Reading","AL","e",22,14,61,1494,3
"North Reading","AL","m",38,20,38,1448,5
"North Reading","AL","s",26,26,44,649,3
"North Shore Regional Vocational Technical","10","e",38,3,59,116,0
"North Shore Regional Vocational Technical","10","m",38,17,43,117,2
"North Shore Regional Vocational Technical","10","s",19,26,54,112,1
"North Shore Regional Vocational Technical","AL","e",38,3,59,116,0
"North Shore Regional Vocational Technical","AL","m",38,17,43,117,2
"North Shore Regional Vocational Technical","AL","s",19,26,54,112,1
"Northampton","03","e",10,35,49,202,7
"Northampton","03","m",19,29,41,203,10
"Northampton","04","e",13,26,47,198,14
"Northampton","04","m",22,36,30,197,12
"Northampton","05","e",13,32,45,189,11
"Northampton","05","m",23,26,26,191,25
"Northampton","05","s",18,38,31,191,13
"Northampton","06","e",15,27,48,188,10
"Northampton","06","m",23,29,19,190,28
"Northampton","07","e",8,19,66,214,7
"Northampton","07","m",13,23,37,213,28
"Northampton","08","e",19,11,64,214,6
"Northampton","08","m",15,27,33,214,25
"Northampton","08","s",4,38,41,214,17
"Northampton","10","e",53,5,39,226,3
"Northampton","10","m",64,13,17,227,6
"Northampton","10","s",44,15,38,214,3
"Northampton","AL","e",19,22,51,1431,8
"Northampton","AL","m",26,26,29,1435,19
"Northampton","AL","s",22,30,37,619,11
"Northampton-Smith Vocational Agricultural","10","e",8,14,76,107,2
"Northampton-Smith Vocational Agricultural","10","m",31,29,29,107,11
"Northampton-Smith Vocational Agricultural","10","s",5,32,55,93,8
"Northampton-Smith Vocational Agricultural","AL","e",8,14,76,107,2
"Northampton-Smith Vocational Agricultural","AL","m",31,29,29,107,11
"Northampton-Smith Vocational Agricultural","AL","s",5,32,55,93,8
"Northboro-Southboro","10","e",65,3,31,377,1
"Northboro-Southboro","10","m",74,5,19,376,2
"Northboro-Southboro","10","s",57,7,35,359,1
"Northboro-Southboro","AL","e",65,3,31,377,1
"Northboro-Southboro","AL","m",74,5,19,376,2
"Northboro-Southboro","AL","s",57,7,35,359,1
"Northborough","03","e",12,28,55,207,5
"Northborough","03","m",34,19,39,207,8
"Northborough","04","e",24,19,53,196,4
"Northborough","04","m",30,29,37,197,4
"Northborough","05","e",24,19,51,241,6
"Northborough","05","m",40,21,29,240,10
"Northborough","05","s",33,21,40,240,5
"Northborough","06","e",21,17,54,206,8
"Northborough","06","m",31,27,31,205,12
"Northborough","07","e",14,11,72,218,4
"Northborough","07","m",25,22,40,219,13
"Northborough","08","e",18,7,70,202,4
"Northborough","08","m",24,27,35,202,14
"Northborough","08","s",9,29,53,202,8
"Northborough","AL","e",19,17,59,1270,5
"Northborough","AL","m",31,24,35,1270,10
"Northborough","AL","s",22,25,46,442,7
"Northbridge","03","e",5,36,46,198,13
"Northbridge","03","m",18,27,39,198,15
"Northbridge","04","e",7,41,31,229,20
"Northbridge","04","m",15,45,25,228,15
"Northbridge","05","e",13,27,49,198,12
"Northbridge","05","m",8,33,36,196,23
"Northbridge","05","s",15,42,34,195,9
"Northbridge","06","e",9,25,50,202,15
"Northbridge","06","m",15,34,29,202,22
"Northbridge","07","e",10,22,60,186,8
"Northbridge","07","m",10,32,29,186,29
"Northbridge","08","e",5,16,72,216,8
"Northbridge","08","m",14,37,31,219,19
"Northbridge","08","s",2,41,43,219,14
"Northbridge","10","e",30,9,58,154,3
"Northbridge","10","m",39,24,32,156,4
"Northbridge","10","s",23,22,49,145,6
"Northbridge","AL","e",10,26,52,1383,12
"Northbridge","AL","m",16,34,31,1385,18
"Northbridge","AL","s",12,36,41,559,10
"Northeast Metropolitan Regional Vocational Technical","10","e",23,10,66,313,0
"Northeast Metropolitan Regional Vocational Technical","10","m",32,29,32,313,8
"Northeast Metropolitan Regional Vocational Technical","10","s",7,37,50,307,6
"Northeast Metropolitan Regional Vocational Technical","AL","e",23,10,66,313,0
"Northeast Metropolitan Regional Vocational Technical","AL","m",32,29,32,313,8
"Northeast Metropolitan Regional Vocational Technical","AL","s",7,37,50,307,6
"Northern Berkshire Regional Vocational Technical","10","e",17,6,77,138,1
"Northern Berkshire Regional Vocational Technical","10","m",43,24,30,138,3
"Northern Berkshire Regional Vocational Technical","10","s",20,28,50,123,2
"Northern Berkshire Regional Vocational Technical","AL","e",17,6,77,138,1
"Northern Berkshire Regional Vocational Technical","AL","m",43,24,30,138,3
"Northern Berkshire Regional Vocational Technical","AL","s",20,28,50,123,2
"Norton","03","e",15,32,45,193,8
"Norton","03","m",15,29,41,193,15
"Norton","04","e",15,29,45,194,10
"Norton","04","m",13,50,27,194,9
"Norton","05","e",24,23,47,206,6
"Norton","05","m",28,25,39,208,8
"Norton","05","s",17,37,43,207,3
"Norton","06","e",26,10,60,210,3
"Norton","06","m",28,24,41,210,7
"Norton","07","e",17,15,66,212,3
"Norton","07","m",22,23,43,212,11
"Norton","08","e",22,8,66,230,4
"Norton","08","m",17,33,38,229,11
"Norton","08","s",4,39,50,228,7
"Norton","10","e",41,5,50,186,4
"Norton","10","m",53,10,31,183,7
"Norton","10","s",29,9,54,184,7
"Norton","AL","e",23,17,54,1431,6
"Norton","AL","m",25,28,37,1429,10
"Norton","AL","s",16,29,49,619,6
"Norwell","03","e",12,24,62,173,2
"Norwell","03","m",27,16,55,172,3
"Norwell","04","e",23,26,49,171,2
"Norwell","04","m",23,34,37,172,6
"Norwell","05","e",34,13,50,172,2
"Norwell","05","m",40,21,33,172,6
"Norwell","05","s",40,23,32,173,5
"Norwell","06","e",35,8,55,165,3
"Norwell","06","m",28,20,44,211,8
"Norwell","07","e",14,8,74,163,4
"Norwell","07","m",30,21,43,201,6
"Norwell","08","e",28,5,66,184,1
"Norwell","08","m",28,31,38,185,4
"Norwell","08","s",11,29,56,185,4
"Norwell","10","e",72,1,25,166,1
"Norwell","10","m",77,5,17,169,1
"Norwell","10","s",48,10,42,166,1
"Norwell","AL","e",31,12,55,1194,2
"Norwell","AL","m",35,21,38,1282,5
"Norwell","AL","s",32,21,44,524,3
"Norwood","03","e",16,26,51,276,6
"Norwood","03","m",31,23,38,276,8
"Norwood","04","e",20,30,45,244,5
"Norwood","04","m",18,45,33,243,5
"Norwood","05","e",13,31,50,258,6
"Norwood","05","m",23,30,37,257,11
"Norwood","05","s",18,36,39,258,7
"Norwood","06","e",19,25,53,250,2
"Norwood","06","m",23,30,37,253,10
"Norwood","07","e",12,14,70,235,4
"Norwood","07","m",14,37,32,235,16
"Norwood","08","e",18,8,71,232,3
"Norwood","08","m",20,26,43,233,11
"Norwood","08","s",3,47,38,233,12
"Norwood","10","e",43,6,50,259,1
"Norwood","10","m",58,9,26,265,6
"Norwood","10","s",34,16,45,241,5
"Norwood","AL","e",20,20,56,1754,4
"Norwood","AL","m",27,28,35,1762,9
"Norwood","AL","s",19,33,41,732,8
"Oak Bluffs","03","e",11,13,71,45,4
"Oak Bluffs","03","m",53,11,33,45,2
"Oak Bluffs","04","e",NA,NA,NA,1,NA
"Oak Bluffs","04","m",14,46,32,28,7
"Oak Bluffs","05","e",30,13,53,53,4
"Oak Bluffs","05","m",36,17,42,53,6
"Oak Bluffs","05","s",30,28,36,53,6
"Oak Bluffs","06","e",23,15,63,40,0
"Oak Bluffs","06","m",31,23,38,39,8
"Oak Bluffs","07","e",25,4,63,24,8
"Oak Bluffs","07","m",25,17,46,24,13
"Oak Bluffs","08","e",20,7,67,30,7
"Oak Bluffs","08","m",27,20,37,30,17
"Oak Bluffs","08","s",7,20,70,30,3
"Oak Bluffs","AL","e",22,11,62,193,5
"Oak Bluffs","AL","m",33,21,38,219,8
"Oak Bluffs","AL","s",22,25,48,83,5
"Old Colony Regional Vocational Technical","10","e",20,3,77,143,1
"Old Colony Regional Vocational Technical","10","m",52,12,32,145,3
"Old Colony Regional Vocational Technical","10","s",10,20,67,141,3
"Old Colony Regional Vocational Technical","AL","e",20,3,77,143,1
"Old Colony Regional Vocational Technical","AL","m",52,12,32,145,3
"Old Colony Regional Vocational Technical","AL","s",10,20,67,141,3
"Old Rochester","07","e",14,10,74,244,2
"Old Rochester","07","m",18,32,41,244,10
"Old Rochester","08","e",15,7,76,247,2
"Old Rochester","08","m",22,30,40,248,8
"Old Rochester","08","s",3,41,45,248,10
"Old Rochester","10","e",46,3,47,190,3
"Old Rochester","10","m",55,8,32,191,5
"Old Rochester","10","s",36,19,42,180,3
"Old Rochester","AL","e",23,7,67,681,2
"Old Rochester","AL","m",30,24,38,683,8
"Old Rochester","AL","s",17,32,44,428,7
"Orange","03","e",3,46,32,74,19
"Orange","03","m",8,31,39,75,23
"Orange","04","e",13,49,24,96,15
"Orange","04","m",10,51,25,96,14
"Orange","05","e",11,37,37,94,15
"Orange","05","m",16,32,33,93,18
"Orange","05","s",10,49,27,93,14
"Orange","06","e",3,33,49,98,15
"Orange","06","m",16,36,25,97,23
"Orange","AL","e",7,41,36,362,16
"Orange","AL","m",13,38,30,361,19
"Orange","AL","s",10,49,27,93,14
"Orleans","03","e",37,23,40,30,0
"Orleans","03","m",48,0,42,31,10
"Orleans","04","e",8,37,53,38,3
"Orleans","04","m",21,31,41,39,8
"Orleans","05","e",38,12,42,26,8
"Orleans","05","m",54,8,31,26,8
"Orleans","05","s",52,4,40,25,4
"Orleans","AL","e",26,26,46,94,3
"Orleans","AL","m",39,15,39,96,8
"Orleans","AL","s",52,4,40,25,4
"Oxford","03","e",5,41,42,151,11
"Oxford","03","m",21,31,32,151,16
"Oxford","04","e",8,35,44,147,12
"Oxford","04","m",14,46,27,147,14
"Oxford","05","e",20,30,46,150,4
"Oxford","05","m",25,29,29,150,16
"Oxford","05","s",18,44,30,149,9
"Oxford","06","e",10,18,62,146,10
"Oxford","06","m",18,29,40,146,12
"Oxford","07","e",4,31,57,162,8
"Oxford","07","m",11,41,22,161,27
"Oxford","08","e",5,10,79,167,6
"Oxford","08","m",17,37,34,165,12
"Oxford","08","s",2,47,38,165,13
"Oxford","10","e",28,8,62,123,2
"Oxford","10","m",44,19,33,124,5
"Oxford","10","s",23,43,32,109,2
"Oxford","AL","e",11,25,56,1046,8
"Oxford","AL","m",21,34,31,1044,15
"Oxford","AL","s",13,45,34,423,9
"Palmer","03","e",22,28,41,132,9
"Palmer","03","m",27,24,30,132,18
"Palmer","04","e",7,50,27,123,15
"Palmer","04","m",9,54,20,123,16
"Palmer","05","e",4,34,43,124,19
"Palmer","05","m",17,32,25,124,26
"Palmer","05","s",16,38,36,123,10
"Palmer","06","e",8,32,49,120,12
"Palmer","06","m",14,35,26,119,24
"Palmer","07","e",11,15,63,123,12
"Palmer","07","m",11,26,37,125,26
"Palmer","08","e",9,14,65,122,12
"Palmer","08","m",4,35,25,124,36
"Palmer","08","s",2,50,29,123,18
"Palmer","10","e",41,9,45,111,5
"Palmer","10","m",50,11,32,110,7
"Palmer","10","s",23,22,48,97,7
"Palmer","AL","e",14,26,47,855,12
"Palmer","AL","m",19,31,28,857,22
"Palmer","AL","s",13,38,37,343,12
"Pathfinder Regional Vocational Technical","10","e",10,15,72,156,2
"Pathfinder Regional Vocational Technical","10","m",28,29,31,157,11
"Pathfinder Regional Vocational Technical","10","s",10,38,47,150,5
"Pathfinder Regional Vocational Technical","AL","e",10,15,72,156,2
"Pathfinder Regional Vocational Technical","AL","m",28,29,31,157,11
"Pathfinder Regional Vocational Technical","AL","s",10,38,47,150,5
"Paulo Freire Social Justice Charter School (District)","10","e",23,7,70,44,0
"Paulo Freire Social Justice Charter School (District)","10","m",18,40,42,45,0
"Paulo Freire Social Justice Charter School (District)","AL","e",23,7,70,44,0
"Paulo Freire Social Justice Charter School (District)","AL","m",18,40,42,45,0
"Peabody","03","e",11,29,51,460,9
"Peabody","03","m",25,21,42,460,12
"Peabody","04","e",8,41,42,445,9
"Peabody","04","m",9,49,32,446,10
"Peabody","05","e",11,28,53,444,7
"Peabody","05","m",20,32,33,443,14
"Peabody","05","s",14,42,36,443,8
"Peabody","06","e",6,31,52,408,11
"Peabody","06","m",14,33,33,410,20
"Peabody","07","e",3,26,65,434,7
"Peabody","07","m",10,32,31,436,26
"Peabody","08","e",6,14,71,430,8
"Peabody","08","m",8,35,32,431,26
"Peabody","08","s",1,46,31,430,22
"Peabody","10","e",23,10,65,435,2
"Peabody","10","m",43,17,35,431,6
"Peabody","10","s",21,29,45,414,5
"Peabody","AL","e",10,26,57,3056,8
"Peabody","AL","m",18,31,34,3057,16
"Peabody","AL","s",12,39,37,1287,12
"Pelham","03","e",18,29,41,17,12
"Pelham","03","m",47,18,24,17,12
"Pelham","04","e",17,39,33,18,11
"Pelham","04","m",32,42,21,19,5
"Pelham","05","e",26,16,53,19,5
"Pelham","05","m",42,16,32,19,11
"Pelham","05","s",47,11,32,19,11
"Pelham","06","e",25,13,63,16,0
"Pelham","06","m",44,25,31,16,0
"Pelham","AL","e",21,24,47,70,7
"Pelham","AL","m",41,25,27,71,7
"Pelham","AL","s",47,11,32,19,11
"Pembroke","03","e",9,34,53,256,4
"Pembroke","03","m",31,18,43,255,8
"Pembroke","04","e",11,38,43,256,9
"Pembroke","04","m",25,28,38,213,9
"Pembroke","05","e",19,25,48,210,8
"Pembroke","05","m",39,18,38,261,5
"Pembroke","05","s",23,25,43,260,8
"Pembroke","06","e",21,18,57,247,4
"Pembroke","06","m",41,18,34,250,7
"Pembroke","07","e",13,20,64,228,3
"Pembroke","07","m",15,27,41,281,17
"Pembroke","08","e",12,10,76,309,2
"Pembroke","08","m",27,23,44,310,5
"Pembroke","08","s",3,47,42,309,8
"Pembroke","10","e",42,4,53,239,1
"Pembroke","10","m",56,10,30,239,3
"Pembroke","10","s",35,16,47,235,2
"Pembroke","AL","e",18,21,57,1745,4
"Pembroke","AL","m",33,21,39,1809,8
"Pembroke","AL","s",19,31,44,804,6
"Pentucket","03","e",8,33,54,206,4
"Pentucket","03","m",28,18,47,207,7
"Pentucket","04","e",11,34,47,232,8
"Pentucket","04","m",13,41,40,233,6
"Pentucket","05","e",21,22,52,254,6
"Pentucket","05","m",30,22,36,253,11
"Pentucket","05","s",21,32,40,253,7
"Pentucket","06","e",17,18,63,252,3
